timestamp,bitcoin_open,bitcoin_close,bitcoin_high,bitcoin_low,bitcoin_total_volume,bitcoin_market_cap,bitcoin_log_return_1,hilo_high_ma,hilo_low_ma,signal,enter_long,enter_short,strategy_returns,position_change,transaction_cost,strategy_returns_gross,label,barrier_touched,days_to_barrier,return_at_barrier,volatility
2022-01-21,40667.0,36509.0,41179.0,35762.0,38296960033.31628,692855029162.9379,-0.10886582779347702,43566.117048503125,42029.28084086359,-1,False,False,0.10886582779347702,0,0.0,0.10886582779347702,1.0,time,5.0,0.0098,0.0383
2022-01-22,36385.0,35180.0,36801.0,34020.0,35517336417.257744,666220701468.4846,-0.03708106622679605,43383.4936388025,41872.22467269088,-1,False,False,0.03708106622679605,0,0.0,0.03708106622679605,1.0,time,5.0,0.0579,0.0365
2022-01-23,35219.0,36306.0,36706.0,34805.0,22865032968.608204,687575973800.0704,0.03150527755882725,43408.39491104201,41639.379738152704,-1,False,False,-0.03150527755882725,0,0.0,-0.03150527755882725,1.0,time,5.0,0.0417,0.0384
2022-01-24,36265.0,36774.0,37476.0,33065.0,36385158448.60688,696465421899.37,0.012808056863410392,42962.51592883361,40463.90379052216,-1,False,False,-0.012808056863410392,0,0.0,-0.012808056863410392,1.0,time,5.0,0.0389,0.0373
2022-01-25,36675.0,36989.0,37542.0,35707.0,46168918584.85349,700571452648.8236,0.00582949741367499,41730.21274306689,39175.12303241773,-1,False,False,-0.00582949741367499,0,0.0,-0.00582949741367499,1.0,time,5.0,0.0265,0.0357
2022-01-26,36955.0,36870.0,39216.0,36355.0,26756873749.744743,700165819656.2855,-0.0032223588992716396,40725.37019445351,38301.098425934186,-1,False,False,0.0032223588992716396,0,0.0,0.0032223588992716396,1.0,time,5.0,0.0447,0.0338
2022-01-27,36886.0,37277.0,37277.0,35580.0,22057410457.280827,702311456032.8538,0.01097830223027956,40075.49615556281,37253.87874074735,-1,False,False,-0.01097830223027956,0,0.0,-0.01097830223027956,1.0,time,5.0,0.041,0.0326
2022-01-28,37367.0,37853.0,38022.0,36244.0,19214103304.052933,717026944842.8334,0.015333722503979153,39568.79692445025,36944.50299259788,-1,False,False,-0.015333722503979153,0,0.0,-0.015333722503979153,0.0,time,5.0,-0.0228,0.0316
2022-01-29,37782.0,38232.0,38782.0,37422.0,14178650231.62196,722829009646.1814,0.009962624295545223,39498.23753956021,36826.602394078305,-1,False,False,-0.009962624295545223,0,0.0,-0.009962624295545223,0.0,time,5.0,-0.03,0.0303
2022-01-30,38254.0,37983.0,38386.0,37504.0,11807185113.633108,719570142321.8397,-0.006534170069631306,39053.990031648165,36577.28191526265,-1,False,False,0.006534170069631306,0,0.0,0.006534170069631306,1.0,upper,5.0,0.0927,0.0287
2022-01-31,37995.0,38556.0,38715.0,36832.0,17731563487.283978,727905398095.9747,0.014973038715495796,38847.59202531853,36510.62553221012,-1,False,False,-0.014973038715495796,0,0.0,-0.014973038715495796,1.0,upper,4.0,0.0778,0.0278
2022-02-01,38430.0,38836.0,39138.0,38196.0,17109120250.158987,736102274236.6057,0.00723592158617684,38834.47362025483,36692.9004257681,1,True,False,-0.00823592158617684,1,0.001,-0.00723592158617684,1.0,upper,3.0,0.0705,0.0265
2022-02-02,38801.0,37001.0,38900.0,36849.0,16709908527.231106,700645616423.8325,-0.048402712201870486,38744.77889620387,36855.120340614485,1,False,False,-0.048402712201870486,0,0.0,-0.048402712201870486,1.0,upper,2.0,0.1189,0.0291
2022-02-03,37052.0,37101.0,37180.0,36415.0,16136299994.837618,703003347951.7092,0.0026989841220017353,38738.823116963096,36850.49627249159,1,False,False,0.0026989841220017353,0,0.0,0.0026989841220017353,1.0,upper,1.0,0.1162,0.0277
2022-02-04,37282.0,41674.0,41674.0,37128.0,25347215343.882504,777355085535.6107,0.11623350971997881,38818.65849357048,37119.59701799328,1,False,False,0.11623350971997881,0,0.0,0.11623350971997881,1.0,time,5.0,0.063,0.0456
2022-02-05,41617.0,41494.0,41957.0,41191.0,16752051696.248552,786295053042.2418,-0.004328594677060671,38834.92679485639,37065.47761439462,1,False,False,-0.004328594677060671,0,0.0,-0.004328594677060671,1.0,time,5.0,0.0502,0.0435
2022-02-06,41518.0,42476.0,42526.0,41387.0,13206494654.908047,804942041477.0581,0.02339037207065127,38503.94143588511,36935.3820915157,1,False,False,0.02339037207065127,0,0.0,0.02339037207065127,0.0,time,5.0,-0.0007,0.0416
2022-02-07,42413.0,43911.0,44476.0,41788.0,24171856714.475758,833392518214.8341,0.033225647628320386,39137.9531487081,36973.90567321256,1,False,False,0.033225647628320386,0,0.0,0.033225647628320386,0.0,time,5.0,-0.0384,0.0402
2022-02-08,43978.0,44184.0,45302.0,42901.0,29024977264.932137,837406846076.2306,0.006197874428966801,39701.762518966476,37817.32453857005,1,False,False,0.006197874428966801,0,0.0,0.006197874428966801,0.0,time,5.0,-0.0448,0.0382
2022-02-09,44166.0,44384.0,44758.0,43309.0,19780565063.098923,841339973338.8694,0.004516311533534641,40266.61001517318,38531.25963085604,1,False,False,0.004516311533534641,0,0.0,0.004516311533534641,0.0,time,5.0,-0.0402,0.0363
2022-02-10,44390.0,43628.0,45694.0,43341.0,27877618433.98099,826942197610.3904,-0.017179898065924654,41108.48801213855,39182.60770468483,1,False,False,-0.017179898065924654,0,0.0,-0.017179898065924654,1.0,time,5.0,0.0215,0.0354
2022-02-11,43477.0,42445.0,43926.0,42158.0,23279080009.72499,803706779791.898,-0.02749002587656531,41947.19040971084,39926.28616374786,1,False,False,-0.02749002587656531,0,0.0,-0.02749002587656531,1.0,time,5.0,0.0374,0.0353
2022-02-12,42437.0,42255.0,43039.0,41914.0,15479727288.782782,799547462142.6093,-0.004486430193485452,42509.352327768676,40602.828930998294,1,False,False,-0.004486430193485452,0,0.0,-0.004486430193485452,0.0,time,5.0,-0.0409,0.0336
2022-02-13,42268.0,42248.0,42751.0,41992.0,12146423251.39967,802059713029.3901,-0.00016567459181362007,43146.28186221494,41150.46314479864,1,False,False,-0.00016567459181362007,0,0.0,-0.00016567459181362007,0.0,time,5.0,-0.0529,0.0319
2022-02-14,42172.0,42635.0,42857.0,41715.0,18090873762.822777,808280617642.0496,0.009118496789380818,43302.225489771954,41351.97051583891,1,False,False,0.009118496789380818,0,0.0,0.009118496789380818,0.0,lower,4.0,-0.062,0.0304
2022-02-15,42626.0,44574.0,44707.0,42527.0,19801081788.555756,848321283143.9929,0.04447521720371131,43249.580391817566,41464.37641267113,1,False,False,0.04447521720371131,0,0.0,0.04447521720371131,0.0,lower,2.0,-0.0943,0.0315
2022-02-16,44527.0,44063.0,44527.0,43515.0,16847003857.433496,836256083783.791,-0.011530301371888846,43149.864313454054,41569.90113013691,1,False,False,-0.011530301371888846,0,0.0,-0.011530301371888846,0.0,lower,1.0,-0.0828,0.0305
2022-02-17,43954.0,40563.0,44194.0,40329.0,22270664615.4777,770096677778.6456,-0.08276410698110466,43091.291450763245,41598.92090410953,-1,False,True,-0.08376410698110466,1,0.001,-0.08276410698110466,0.0,lower,4.0,-0.0903,0.0394
2022-02-18,40558.0,40073.0,40994.0,39791.0,20130002755.177864,759881874201.3011,-0.012153530219933288,43414.4331606106,41784.53672328762,-1,False,False,0.012153530219933288,0,0.0,0.012153530219933288,0.0,lower,3.0,-0.0782,0.0375
2022-02-19,40056.0,40193.0,40442.0,39763.0,11735183838.17719,761447243939.9269,0.0029900602846683042,43636.94652848848,42130.6293786301,-1,False,False,-0.0029900602846683042,0,0.0,-0.0029900602846683042,0.0,lower,2.0,-0.0812,0.0357
2022-02-20,40188.0,38514.0,40188.0,38195.0,15998424231.017673,730381814665.4404,-0.04267103955176942,43748.357222790786,41770.303502904084,-1,False,False,0.04267103955176942,0,0.0,0.04267103955176942,1.0,time,5.0,0.0206,0.036
2022-02-21,38512.0,37060.0,39468.0,36957.0,25174914104.16337,703004241590.1829,-0.038483590700482385,43197.48577823263,41374.44280232327,-1,False,False,0.038483590700482385,0,0.0,0.038483590700482385,1.0,time,5.0,0.0533,0.0355
2022-02-22,37162.0,38337.0,38344.0,36546.0,22212181617.200245,727094284067.6588,0.033877266437462174,42646.388622586106,41052.15424185862,-1,False,False,-0.033877266437462174,0,0.0,-0.033877266437462174,0.0,time,5.0,-0.014,0.0363
2022-02-23,38302.0,37372.0,39232.0,37256.0,18507851467.85067,708829287814.1068,-0.025493726363966726,42154.710898068886,40480.72339348689,-1,False,False,0.025493726363966726,0,0.0,0.025493726363966726,1.0,upper,5.0,0.1455,0.035
