Data,BTC,ETH,SOL,MKR,LINK,RUNE,STX,IMX,UNI,PENDLE,AAVE,VISTA,MORPHO,ENA,VIRTUAL,ONDO,YNE,USDT,TAO,CRV,RENDER,SUI,FET,ETHFI,HYPE,SEI,LQTY,AERO,SYRUP,PAXG,ZEC
2025-08-11,60.00%,10.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-08-12,60.00%,10.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-08-13,60.00%,10.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-08-14,60.00%,10.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-08-15,60.00%,10.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-08-16,60.00%,10.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-08-17,60.00%,10.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-08-18,60.00%,10.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-08-19,60.00%,10.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-08-20,60.00%,10.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-08-21,60.00%,10.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-08-22,60.00%,10.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-08-23,50.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-08-24,50.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-08-25,50.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-08-26,50.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-08-27,50.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-08-28,50.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-08-29,50.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-08-30,50.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-08-31,50.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-09-01,50.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-09-02,50.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-09-03,50.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-09-04,50.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-09-05,50.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-09-06,50.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-09-07,50.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-09-08,50.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-09-09,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-09-10,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-09-11,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-09-12,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-09-13,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-09-14,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-09-15,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-09-16,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-09-17,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-09-18,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-09-19,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-09-20,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-09-21,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-09-22,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%
2025-09-23,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-09-24,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-09-25,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-09-26,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-09-27,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-09-28,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-09-29,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-09-30,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-10-01,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-10-02,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-10-03,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-10-04,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-10-05,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-10-06,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-10-07,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-10-08,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-10-09,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-10-10,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-10-11,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-10-12,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-10-13,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-10-14,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-10-15,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-10-16,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-10-17,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-10-18,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-10-19,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-10-20,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-10-21,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-10-22,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-10-23,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-10-24,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-10-25,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-10-26,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-10-27,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-10-28,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-10-29,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-10-30,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-10-31,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-11-01,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-11-02,50.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,10.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%
2025-11-03,60.00%,5.00%,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.00%,0.00%,5.00%,3.00%,0.00%,2.00%,10.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
