Data,ETH,USDT,MKR,SNX,AAVE,UNI,ETHDYDX,ATOM,SCRT,SAND,HNT,MATIC,NEAR,MANA,CRV,GMX,OP,GALA,FLOW,LDO,FXS,NMR,GNS,INJ,ARB,PENDLE,RDNT,SOL,LINK,AVAX,KUJI,PRIME,AKT,RENDER,BEAM,MUBI,ONDO,ETHFI,AERO,MORPHO,VIRTUAL,ENA,DEEP,RAY,SYRUP,EUL,WELL,AIOZ,ZBCN,LQTY,ZEC
2023-11-07,17.50%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,7.50%,10.00%,2.50%,5.00%,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-11-08,17.50%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,7.50%,10.00%,2.50%,5.00%,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-11-09,17.50%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,7.50%,10.00%,2.50%,5.00%,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-11-10,17.50%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,7.50%,10.00%,2.50%,5.00%,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-11-11,17.50%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,7.50%,10.00%,2.50%,5.00%,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-11-12,17.50%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,7.50%,10.00%,2.50%,5.00%,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-11-13,17.50%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,7.50%,10.00%,2.50%,5.00%,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-11-14,17.50%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,7.50%,10.00%,2.50%,5.00%,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-11-15,17.50%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,7.50%,10.00%,2.50%,5.00%,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-11-16,17.50%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,7.50%,10.00%,2.50%,5.00%,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-11-17,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-11-18,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-11-19,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-11-20,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-11-21,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-11-22,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-11-23,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-11-24,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-11-25,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-11-26,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-11-27,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-11-28,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-11-29,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-11-30,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-12-01,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-12-02,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-12-03,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-12-04,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-12-05,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-12-06,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-12-07,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-12-08,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-12-09,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-12-10,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-12-11,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-12-12,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-12-13,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-12-14,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-12-15,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-12-16,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-12-17,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-12-18,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-12-19,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-12-20,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-12-21,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-12-22,15.00%,0.00%,5.00%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,5.00%,2.50%,2.50%,2.50%,5.00%,10.00%,2.50%,7.50%,5.00%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-12-23,5.00%,0.00%,2.50%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%,2.50%,7.50%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,2.50%,5.00%,7.50%,2.50%,7.50%,5.00%,5.00%,2.50%,2.50%,2.50%,2.50%,2.50%,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-12-24,5.00%,0.00%,2.50%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%,2.50%,7.50%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,2.50%,5.00%,7.50%,2.50%,7.50%,5.00%,5.00%,2.50%,2.50%,2.50%,2.50%,2.50%,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-12-25,5.00%,0.00%,2.50%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%,2.50%,7.50%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,2.50%,5.00%,7.50%,2.50%,7.50%,5.00%,5.00%,2.50%,2.50%,2.50%,2.50%,2.50%,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-12-26,5.00%,0.00%,2.50%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%,2.50%,7.50%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,2.50%,5.00%,7.50%,2.50%,7.50%,5.00%,5.00%,2.50%,2.50%,2.50%,2.50%,2.50%,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-12-27,5.00%,0.00%,2.50%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%,2.50%,7.50%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,2.50%,5.00%,7.50%,2.50%,7.50%,5.00%,5.00%,2.50%,2.50%,2.50%,2.50%,2.50%,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-12-28,5.00%,0.00%,2.50%,5.00%,5.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,0.00%,2.50%,7.50%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,2.50%,5.00%,7.50%,2.50%,7.50%,5.00%,5.00%,2.50%,2.50%,2.50%,2.50%,2.50%,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
