date,spot_cvd_sum
2023-03-06,-311.5667717342999
2023-03-07,-2862.224505920248
2023-03-08,-5763.381369073035
2023-03-09,-17915.715324584606
2023-03-10,-3665.128446559873
2023-03-11,1275.215264930616
2023-03-12,7464.714702357551
2023-03-13,10390.63003617886
2023-03-14,7665.952350032137
2023-03-15,-1689.6358635919114
2023-03-16,2821.267011779625
2023-03-17,25576.09300869108
2023-03-18,-549.2027253453314
2023-03-19,10116.798887788747
2023-03-20,4632.000452199031
2023-03-21,3473.897488687262
2023-03-22,-2660.626261256857
2023-03-23,2296.102794868686
2023-03-24,-4952.892811708204
2023-03-25,224.22095034870492
2023-03-26,3194.0224712878835
2023-03-27,-6173.0707187400185
2023-03-28,-735.4439038261994
2023-03-29,5941.392944586603
2023-03-30,-839.2570430816972
2023-03-31,3420.0296948124856
2023-04-01,-87.0083836497531
2023-04-02,-3174.526134003943
2023-04-03,-332.9076224516589
2023-04-04,1908.7038317831375
2023-04-05,431.3126025849048
2023-04-06,-1076.425091189103
2023-04-07,-99.69901377965692
2023-04-08,330.83698225371666
2023-04-09,2538.4874688849686
2023-04-10,9381.325130869249
2023-04-11,4716.798046151461
2023-04-12,-919.1620657621412
2023-04-13,3740.2020312497225
2023-04-14,4317.477525331939
2023-04-15,-1945.651690737545
2023-04-16,-705.6035993219319
2023-04-17,-6264.08015109534
2023-04-18,5564.726235926886
2023-04-19,-8582.60604430661
2023-04-20,-7308.078734266366
2023-04-21,-2937.365625262076
2023-04-22,4791.307650702581
2023-04-23,1244.5159813961693
2023-04-24,-974.5959738703724
2023-04-25,4299.754180490943
2023-04-26,3043.627638409922
2023-04-27,4449.484983284861
2023-04-28,-351.1695795886901
2023-04-29,-879.0033223558501
2023-04-30,-422.7787897632487
2023-05-01,-8152.380634487481
2023-05-02,686.796596628278
2023-05-03,-907.2375439505444
2023-05-04,-5176.76793210191
2023-05-05,178.549709570684
2023-05-06,-5522.615001649782
2023-05-07,-136.8945443399224
2023-05-08,-6783.016013818395
2023-05-09,-709.9448096835082
2023-05-10,-2910.947462509699
2023-05-11,-5301.4228129610965
2023-05-12,-3339.988364484471
2023-05-13,-1193.7267217351566
2023-05-14,579.5347700854119
2023-05-15,-1121.7863045540232
2023-05-16,-4617.903228358703
2023-05-17,-1330.4253959971345
2023-05-18,-4575.390359595043
2023-05-19,-2482.2874993815017
2023-05-20,-978.265623482726
2023-05-21,-4128.3758993232195
2023-05-22,-2475.264810171921
2023-05-23,-1171.955516488001
2023-05-24,-7623.309703055414
2023-05-25,-4768.843687684626
2023-05-26,-2329.461940605809
2023-05-27,-1296.3043337395818
2023-05-28,7010.653220591559
2023-05-29,-3877.8500939857217
2023-05-30,-3944.45022482793
2023-05-31,-8127.637357291168
2023-06-01,-4563.847555023903
2023-06-02,-1885.5814695201188
2023-06-03,-1514.6973053857223
2023-06-04,-71.01087189643046
2023-06-05,-8769.817714831988
2023-06-06,2029.3926580234297
2023-06-07,-9490.143113494149
2023-06-08,-2815.51265703637
